name,year,citationcount,affiliation,paperID
Chris Muelder,2014,69,"Department of Computer Science, 2063 Kemper Hall, University of California-Davis, One Shields Avenue, Davis, CA 95616, United States",53e99b86b7602d970242aab1
Robert Faris,2014,69,"Department of Sociology, 2247 Social Science and Humanities, University of California-Davis, One Shields Avenue, Davis, CA 95616, United States",53e99b86b7602d970242aab1
Diane Felmlee,2014,69,"Department of Sociology, Pennsylvania State University, Oswald Tower, University Park, PA 16802, United States",53e99b86b7602d970242aab1
Kwan-Liu Ma,2014,69,"Department of Computer Science, 2063 Kemper Hall, University of California-Davis, One Shields Avenue, Davis, CA 95616, United States",53e99b86b7602d970242aab1
Hyunmo Kang,2006,22,"Department of Computer Science, Human-Computer Interaction Laboratory, Institute for Advanced Computer Studies & Institute for Systems Research, University of Maryland at College Park, College Par ...",53e99b9bb7602d970244188c
Ben Shneiderman,2006,22,"Department of Computer Science, Human-Computer Interaction Laboratory, Institute for Advanced Computer Studies & Institute for Systems Research, University of Maryland at College Park, College Par ...",53e99b9bb7602d970244188c
Ben Shneiderman,2006,628,University of Maryland,53e99ba3b7602d970244d163
Catherine Plaisant,2006,628,University of Maryland,53e99ba3b7602d970244d163
Christopher Plaue,2004,94,"Georgia Institute of Technology, Atlanta, GA",53e99bcdb7602d9702477f67
Todd Miller,2004,94,"Georgia Institute of Technology, Atlanta, GA",53e99bcdb7602d9702477f67
John Stasko,2004,94,"Georgia Institute of Technology, Atlanta, GA",53e99bcdb7602d9702477f67
Carl Machover,1995,0,Machover Associates Corporation,53e99bd5b7602d9702481863
Gavin Bell,1995,0,Silicon Graphics,53e99bd5b7602d9702481863
Tamara Munzner,1995,0,"Geometry Center, University of Minnesota",53e99bd5b7602d9702481863
Fabio Pettinati,1995,0,Apple Computer,53e99bd5b7602d9702481863
Val Watson,1995,0,NASA Ames Research Center,53e99bd5b7602d9702481863
Ben Shneiderman,1990,1,,53e99bdcb7602d9702487476
Yu-Hsuan Chan,2010,14,,53e99bf0b7602d970249a576
Kimberly Keeton,2010,14,,53e99bf0b7602d970249a576
Kwan-Liu Ma,2010,14,,53e99bf0b7602d970249a576
Kwan-Liu Ma,2013,44,"University of California, Davis",53e99bf8b7602d97024a4efa
Chris W. Muelder,2013,44,"University of California, Davis",53e99bf8b7602d97024a4efa
Stephen C. North,2004,0,,53e99bfeb7602d97024a88de
Tamara Munzner,2004,0,,53e99bfeb7602d97024a88de
Tzi-cker Chiueh,1997,18,"SUNY Stony Brook, Dept Comp Sci, Stony Brook, NY 11794 USA",53e99c04b7602d97024b2ae4
Kwan-Liu Ma,1997,18,"SUNY Stony Brook, Dept Comp Sci, Stony Brook, NY 11794 USA",53e99c04b7602d97024b2ae4
Ben Shneiderman,1998,2,"Human-Computer Interaction Laboratory, University of Maryland, College Park, MD",53e99c0bb7602d97024b797e
Catherine Plaisant,1998,2,"Human-Computer Interaction Laboratory, University of Maryland, College Park, MD",53e99c0bb7602d97024b797e
Rohit Mahajan,1997,137,"BDM Int, 1501 BDM Way, Mclean, VA 22101 USA",53e99c12b7602d97024bcea9
Ben Shneiderman,1997,137,,53e99c12b7602d97024bcea9
Bill Kules,2004,44,"Takoma Software, Inc., 7006 Poplar Avenue, Takoma Park, MD 20912, USA",53e99c52b7602d97024ff79c
Hyunmo Kang,2004,44,"Department of Computer Science, Human–Computer Interaction Laboratory, Institute for Advanced Computer Studies and Institute for Systems Research, University of Maryland at College Park, College Park, MD 20742, USA",53e99c52b7602d97024ff79c
Catherine Plaisant,2004,44,"Department of Computer Science, Human–Computer Interaction Laboratory, Institute for Advanced Computer Studies and Institute for Systems Research, University of Maryland at College Park, College Park, MD 20742, USA",53e99c52b7602d97024ff79c
Anne Rose,2004,44,"Department of Computer Science, Human–Computer Interaction Laboratory, Institute for Advanced Computer Studies and Institute for Systems Research, University of Maryland at College Park, College Park, MD 20742, USA",53e99c52b7602d97024ff79c
Ben Shneiderman,2004,44,"Department of Computer Science, Human–Computer Interaction Laboratory, Institute for Advanced Computer Studies and Institute for Systems Research, University of Maryland at College Park, College Park, MD 20742, USA",53e99c52b7602d97024ff79c
Greg Schussman,2002,18,"Univ Calif Davis, Ctr Image Proc & Integrated Computing, Dept Comp Sci, Davis, CA 95616 USA",53e99c52b7602d97025021a3
Kwan-Liu Ma,2002,18,"Univ Calif Davis, Ctr Image Proc & Integrated Computing, Dept Comp Sci, Davis, CA 95616 USA",53e99c52b7602d97025021a3
Ben Shneiderman,2007,653,University of Maryland at College Park,53e99c6eb7602d970251c64e
Tamara Munzner,1995,311,"Computer Science Dept., Stanford University, Stanford, CA and The Geometry Center, University of Minnesota, 1300 S. 2nd St, Suite 500, Minneapolis, MN",53e99c91b7602d9702543e0c
Paul Burchard,1995,311,"Computer Science Dept, Princeton, University, 35 Olden Street, Princeton NJ and Department of Mathematics, University of Utah, Salt Lake City, Utah",53e99c91b7602d9702543e0c
Yue Wang,2006,44,"Computer Science Department, University of California, Davis",53e99ca8b7602d97025599b8
Soon Tee Teoh,2006,44,"Department of Computer Science, San Jose State University",53e99ca8b7602d97025599b8
Kwan-Liu Ma,2006,44,"Computer Science Department, University of California, Davis",53e99ca8b7602d97025599b8
Todd Miller,2002,74,"Georgia Institute of Technology, Atlanta, GA",53e99cafb7602d9702562c5a
John Stasko,2002,74,"Georgia Institute of Technology, Atlanta, GA",53e99cafb7602d9702562c5a
Hyunmo Kang,2003,83,"University of Maryland, College Park, MD",53e99cafb7602d97025637d6
Catherine Plaisant,2003,83,"University of Maryland, College Park, MD",53e99cafb7602d97025637d6
Ben Shneiderman,2003,83,"University of Maryland, College Park, MD",53e99cafb7602d97025637d6
Patricia Baird,1990,6,,53e99cd2b7602d9702586509
Jacqueline Covo,1990,6,,53e99cd2b7602d9702586509
Ben Shneiderman,1990,6,,53e99cd2b7602d9702586509
Ian Williams,1990,6,,53e99cd2b7602d9702586509
Renee Deter,1990,6,,53e99cd2b7602d9702586509
Aaron Barsky,2007,213,,53e99cd2b7602d9702588779
Jennifer L. Gardy,2007,213,,53e99cd2b7602d9702588779
Robert E W Hancock,2007,213,,53e99cd2b7602d9702588779
Tamara Munzner,2007,213,,53e99cd2b7602d9702588779
Michael Sedlmair,2013,186,University of Vienna,53e99cedb7602d97025a36e7
Tamara Munzner,2013,186,University of British Columbia,53e99cedb7602d97025a36e7
Melanie Tory,2013,186,University of Victoria,53e99cedb7602d97025a36e7
Quan Li,2013,13,Tsinghua University,53e99ceeb7602d97025a488a
Huamin Qu,2013,13,Hong Kong University of Science and Technology,53e99ceeb7602d97025a488a
Li Chen,2013,13,Tsinghua University,53e99ceeb7602d97025a488a
Robert Wang,2013,13,"Information System, Sina Technology, (China)Co., Ltd",53e99ceeb7602d97025a488a
Junhai Yong,2013,13,Tsinghua University,53e99ceeb7602d97025a488a
Detan Si,2013,13,"Information System, Sina Technology, (China)Co., Ltd",53e99ceeb7602d97025a488a
Ben Shneiderman,1982,68,"Univ.of Maryland, College Park",53e99cf4b7602d97025a7dda
Dmitry Nekrasovski,2006,90,"University of British Columbia, Vancouver, Canada",53e99cf4b7602d97025a8c73
Adam Bodnar,2006,90,"University of British Columbia, Vancouver, Canada",53e99cf4b7602d97025a8c73
Joanna McGrenere,2006,90,"University of British Columbia, Vancouver, Canada",53e99cf4b7602d97025a8c73
François Guimbretière,2006,90,"University of Maryland, College Park, MD",53e99cf4b7602d97025a8c73
Tamara Munzner,2006,90,"University of British Columbia, Vancouver, Canada",53e99cf4b7602d97025a8c73
Tom Peterka,2009,67,,53e99d04b7602d97025b7d16
Hongfeng Yu,2009,67,,53e99d04b7602d97025b7d16
Robert Ross,2009,67,,53e99d04b7602d97025b7d16
Kwan-Liu Ma,2009,67,,53e99d04b7602d97025b7d16
Rob Latham,2009,67,,53e99d04b7602d97025b7d16
Chaoli Wang,2010,59,Michigan Technological University,53e99d04b7602d97025b867e
Hongfeng Yu,2010,59,Sandia National Laboratories,53e99d04b7602d97025b867e
Kwan-Liu Ma,2010,59,"University of California, Davis",53e99d04b7602d97025b867e
Robert van Liere,2009,0,"Kruislaan 413, Amsterdam, Netherlands",53e99d1ab7602d97025cdb71
Robert S. Laramee,2009,0,"Kruislaan 413, Amsterdam, Netherlands",53e99d1ab7602d97025cdb71
Gerik Scheuermann,2009,0,"Kruislaan 413, Amsterdam, Netherlands",53e99d1ab7602d97025cdb71
Kwan-Liu Ma,2009,0,"Kruislaan 413, Amsterdam, Netherlands",53e99d1ab7602d97025cdb71
Jun Xiao,2007,28,"HP Lab, Palo Alto, CA",53e99d21b7602d97025d5a28
John Stasko,2007,28,"Georgia Inst. of Technology, Atlanta, GA",53e99d21b7602d97025d5a28
Richard Catrambone,2007,28,"Georgia Inst. of Technology, Atlanta, GA",53e99d21b7602d97025d5a28
Philip Fei Wu,2008,20,,53e99d28b7602d97025db383
Yan Qu,2008,20,,53e99d28b7602d97025db383
Ken Fleischmann,2008,20,,53e99d28b7602d97025db383
Jennifer Golbeck,2008,20,,53e99d28b7602d97025db383
Paul Jaeger,2008,20,,53e99d28b7602d97025db383
Jennifer Preece,2008,20,,53e99d28b7602d97025db383
Ben Shneiderman,2008,20,,53e99d28b7602d97025db383
Ben Shneiderman,1997,412,"UNIV MARYLAND, DEPT COMP SCI, HUMAN COMP INTERACT LAB, COLLEGE PK, MD 20742 USA",53e99d3db7602d97025f1ba9
Catherine Plaisant,1998,67,,53e99d4cb7602d9702604f42
Ben Shneiderman,1998,67,,53e99d4cb7602d9702604f42
Stephan Greene,2000,206,"Univ. of Maryland, College Park",53e99d65b7602d9702622034
Gary Marchionini,2000,206,"Univ. of Maryland, College Park",53e99d65b7602d9702622034
Catherine Plaisant,2000,206,"Univ. of Maryland, College Park",53e99d65b7602d9702622034
Ben Shneiderman,2000,206,"Univ. of Maryland, College Park",53e99d65b7602d9702622034
Bill Kules,2008,149,"Department of Computer Science, Human-Computer Interaction Laboratory, and Institute for Advanced Computer Studies, University of Maryland at College Park, College Park, MD 20742, United States",53e99d6bb7602d9702623462
Ben Shneiderman,2008,149,"Department of Computer Science, Human-Computer Interaction Laboratory, and Institute for Advanced Computer Studies, University of Maryland at College Park, College Park, MD 20742, United States",53e99d6bb7602d9702623462
Miriah D. Meyer,2010,97,Harvard University,53e99d7ab7602d970263536c
Bang Wong,2010,97,Broad Institute,53e99d7ab7602d970263536c
Mark P. Styczynski,2010,97,Georgia Institute of Technology,53e99d7ab7602d970263536c
Tamara Munzner,2010,97,University of British Columbia,53e99d7ab7602d970263536c
Hanspeter Pfister,2010,97,Harvard University,53e99d7ab7602d970263536c
Tamara Munzner,2013,0,,53e99d87b7602d97026419d3
Tricia Jones,1990,7,,53e99ddbb7602d970269faff
Ben Shneiderman,1990,7,,53e99ddbb7602d970269faff
Yubo Zhang,2013,38,UC Davis,53e99de8b7602d97026ab6a5
Kwan-Liu Ma,2013,38,UC Davis,53e99de8b7602d97026ab6a5
Jonathan Lazar,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA",53e99e0bb7602d97026cc790
Adam Jones,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA",53e99e0bb7602d97026cc790
Mary Hackley,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA",53e99e0bb7602d97026cc790
Ben Shneiderman,2006,162,"Human-Computer Interaction Laboratory, Department of Computer Science, Institute for Advanced Computer Studies and Institute for Systems Research University of Maryland, College Park, MD 20742, US ...",53e99e0bb7602d97026cc790
Chunxia Xiao,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China",53e99e0bb7602d97026cccb7
Ruiyun She,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China",53e99e0bb7602d97026cccb7
Donglin Xiao,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China",53e99e0bb7602d97026cccb7
Kwan-Liu Ma,2013,50,"Univ Calif Davis, Dept Comp Sci, Davis, CA USA",53e99e0bb7602d97026cccb7
Hyunmo Kang,2003,22,"University of Maryland College Park, MD",53e99e13b7602d97026d7950
Ben Shneiderman,2003,22,"University of Maryland College Park, MD",53e99e13b7602d97026d7950
Dugald Ralph Hutchings,2007,15,"Bowling Green State University, Bowling Green, OH",53e99e1ab7602d97026de290
John Stasko,2007,15,"Georgia Institute of Technology, Atlanta, GA",53e99e1ab7602d97026de290
Carlos D. Correa,2011,157,"University of California at Davis, Davis",53e99e1ab7602d97026dec43
Kwan-Liu Ma,2011,157,"University of California at Davis, Davis",53e99e1ab7602d97026dec43
Harry Hochheiser,2004,426,,53e99e30b7602d97026f1192
Ben Shneiderman,2004,426,,53e99e30b7602d97026f1192
Kwan-Liu Ma,2011,1,"University of California, Davis, USA",53e99e45b7602d97027086de
Nan Cao,2010,184,"Hong Kong Univ Sci & Technol, Dept Comp Sci & Engn, Hong Kong, Hong Kong, Peoples R China",53e99e45b7602d97027089fb
Jimeng Sun,2010,184,"IBM Thomas J. Watson Research Center, USA",53e99e45b7602d97027089fb
Yu-Ru Lin,2010,184,"Arizona State Univ, Tempe, AZ 85287 USA",53e99e45b7602d97027089fb
David Gotz,2010,184,"IBM Thomas J. Watson Research Center, USA",53e99e45b7602d97027089fb
Shixia Liu,2010,184,"IBM China Research Laboratory, China",53e99e45b7602d97027089fb
Huamin Qu,2010,184,"IEEE, Member",53e99e45b7602d97027089fb
Derek L. Hansen,2012,77,"Brigham Young Univ, Provo, UT 84602 USA",53e99e4cb7602d97027101ed
Dana Rotman,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA",53e99e4cb7602d97027101ed
Elizabeth Bonsignore,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA",53e99e4cb7602d97027101ed
Natasa Milic-Frayling,2012,77,"Microsoft Res, Cambridge, England",53e99e4cb7602d97027101ed
Eduarda Mendes Rodrigues,2012,77,"Univ Porto, P-4100 Porto, Portugal",53e99e4cb7602d97027101ed
Marc Smith,2012,77,"Connected Act, Cambridge, England",53e99e4cb7602d97027101ed
Ben Shneiderman,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA",53e99e4cb7602d97027101ed
Daniel Archambault,2009,34,"University of British Columbia&INRIA Bordeaux Sud-Ouest, Canada",53e99e4db7602d9702711684
Tamara Munzner,2009,34,"University of British Columbia, Canada",53e99e4db7602d9702711684
David Auber,2009,34,"University of Bordeaux, France",53e99e4db7602d9702711684
Chris North,2001,19,"University of Maryland, College Park, MD and Virginia Tech, Blacksburg, VA",53e99e54b7602d970271766b
Ben Shneiderman,2001,19,"University of Maryland, College Park, MD",53e99e54b7602d970271766b
Ehud Rivlin,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD",53e99e5bb7602d970271f34c
Rodrigo Botafogo,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD",53e99e5bb7602d970271f34c
Ben Shneiderman,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD",53e99e5bb7602d970271f34c
Fan-Yin Tzeng,2003,193,University of California at Davis,53e99e8cb7602d9702755498
Eric B. Lum,2003,193,University of California at Davis,53e99e8cb7602d9702755498
Kwan-Liu Ma,2003,193,University of California at Davis,53e99e8cb7602d9702755498
Andrew Sears,1990,8,,53e99eaeb7602d9702776e38
Yoram Kochavy,1990,8,,53e99eaeb7602d9702776e38
Ben Shneiderman,1990,8,,53e99eaeb7602d9702776e38
Andrew Sears,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland",53e99eaeb7602d9702776e49
Yoram Kochavy,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland",53e99eaeb7602d9702776e49
Ben Shneiderman,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland",53e99eaeb7602d9702776e49
Ben Shneiderman,1982,9,"University of Maryland, College Park, MD",53e99eb5b7602d970277e91b
Glenn Thomas,1982,9,"Kent State University, Kent, OH",53e99eb5b7602d970277e91b
Ming-Yuen Chan,2007,14,The Hong Kong University of Science and Technology,53e99ed9b7602d97027a44e5
Yingcai Wu,2007,14,The Hong Kong University of Science and Technology,53e99ed9b7602d97027a44e5
Huamin Qu,2007,14,The Hong Kong University of Science and Technology,53e99ed9b7602d97027a44e5
Eduarda Mendes Rodrigues,2011,64,,53e99ef4b7602d97027be083
Natasa Milic-Frayling,2011,64,,53e99ef4b7602d97027be083
Marc Smith,2011,64,,53e99ef4b7602d97027be083
Ben Shneiderman,2011,64,,53e99ef4b7602d97027be083
Derek L. Hansen,2011,64,,53e99ef4b7602d97027be083
T. J. Jankun-Kelly,2001,152,"Univ Calif Davis, Dept Comp Sci, Ctr Image Proc & Integrated Computing, Visualizat & Graph Res Grp, Davis, CA 95616 USA",53e99efab7602d97027c524d
Kwan-Liu Ma,2001,152,"Univ Calif Davis, Dept Comp Sci, Ctr Image Proc & Integrated Computing, Visualizat & Graph Res Grp, Davis, CA 95616 USA",53e99efab7602d97027c524d
Robert W. Taylor,1979,12,,53e99f19b7602d97027e6564
James P. Fry,1979,12,,53e99f19b7602d97027e6564
Ben Shneiderman,1979,12,,53e99f19b7602d97027e6564
Diane C. P. Smith,1979,12,,53e99f19b7602d97027e6564
Stanley Y. W. Su,1979,12,,53e99f19b7602d97027e6564
Gregory J. Conti,2006,62,,53e99f19b7602d97027e9150
Kulsoom Abdullah,2006,62,,53e99f19b7602d97027e9150
Julian B. Grizzard,2006,62,,53e99f19b7602d97027e9150
John Stasko,2006,62,Georgia Institute of Technology,53e99f19b7602d97027e9150
John A. Copeland,2006,62,,53e99f19b7602d97027e9150
Mustaque Ahamad,2006,62,,53e99f19b7602d97027e9150
Henry L. Owen,2006,62,,53e99f19b7602d97027e9150
Christopher P. Lee,2006,62,,53e99f19b7602d97027e9150
Brett Wilson,2002,10,"Univ Calif Davis, Dept Comp Sci, 1 Shields Ave, Davis, CA 95616 USA",53e99f20b7602d97027eefe0
Kwan-Liu Ma,2002,10,,53e99f20b7602d97027eefe0
Ji Qiang,2002,10,,53e99f20b7602d97027eefe0
Robert Ryne,2002,10,,53e99f20b7602d97027eefe0
Kwan-Liu Ma,2003,48,University of California at Davis,53e99f20b7602d97027f03bc
Aleksander Stompel,2003,48,University of California at Davis,53e99f20b7602d97027f03bc
Jacobo Bielak,2003,48,Carnegie Mellon University,53e99f20b7602d97027f03bc
Omar Ghattas,2003,48,Carnegie Mellon University,53e99f20b7602d97027f03bc
Eui Joong Kim,2003,48,Carnegie Mellon University,53e99f20b7602d97027f03bc
Ben Shneiderman,2011,27,University of Maryland,53e99f35b7602d9702806606
Brett Wilson,2002,33,University of California at Davis,53e99f4fb7602d970281d970
Kwan-Liu Ma,2002,33,University of California at Davis,53e99f4fb7602d970281d970
Patrick S. McCormick,2002,33,Los Alamos National Laboratory,53e99f4fb7602d970281d970
Nathalie Henry Riche,2012,2,"Microsoft Research, Redmond, WA",53e99f56b7602d9702824ee1
Kori Inkpen,2012,2,"Microsoft Research, Redmond, WA",53e99f56b7602d9702824ee1
John Stasko,2012,2,"Georgia Institute of Technology, Atlanta, GA",53e99f56b7602d9702824ee1
Tom Gross,2012,2,"University of Bamberg, Bamberg, Germany",53e99f56b7602d9702824ee1
Mary Czerwinski,2012,2,"Microsoft Research, Redmond, WA",53e99f56b7602d9702824ee1
